Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre
Justice Hill,148.0,RB51,151.5,242.0,BAL,RB,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,225.0,3.88,2.0,15.0,8.0,70.0,8.75,0.0,0.0,0.0,2.0,0.0,0.0,42.0,49.5,52.5,45.5,0.0,71.0,0.0,HillJu00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BAL,10.0,61.0,2.0,9.6%,2.0,8.0,1.0,3.5%,1.0,0.0,0.0,3.6%,All Justice Hill red zone rushing plays,HillJu00,BAL,3.0,3.0,100.00%,25.0,0.0,4.8%,0.0,0.0,0,0.0,0.0,.0%,All Justice Hill red zone receiving plays,HillJu00
Ronald Jones,149.0,RB52,152.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,TAM,18.0,53.0,6.0,32.1%,10.0,29.0,6.0,27.8%,2.0,8.0,2.0,10.0%,All Ronald Jones red zone rushing plays,JoneRo01,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jimmy Garoppolo,150.0,QB20,154.3,81.0,SFO,QB,28.0,16.0,16.0,329.0,476.0,3978.0,27.0,13.0,46.0,62.0,1.35,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,0.0,2.0,247.0,247.3,268.3,260.3,0.0,14.0,0.0,GaroJi00,SFO,46.0,73.0,63.01,282.0,16.0,2.0,25.0,40.0,62.5,120.0,16.0,1.0,All Jimmy Garoppolo red zone passing plays,GaroJi00,SFO,9.0,5.0,1.0,11.7%,4.0,1.0,1.0,10.0%,1.0,1.0,1.0,4.5%,All Jimmy Garoppolo red zone rushing plays,GaroJi00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Carlos Hyde,151.0,RB53,155.5,72.0,HOU,RB,29.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,245.0,1070.0,4.37,6.0,16.0,10.0,42.0,4.2,0.0,4.0,2.0,6.0,0.0,0.0,143.0,153.2,158.2,148.2,3.0,23.0,72.0,HydeCa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,HOU,32.0,83.0,5.0,52.5%,16.0,30.0,5.0,53.3%,8.0,9.0,4.0,42.1%,All Carlos Hyde red zone rushing plays,HydeCa00,HOU,4.0,2.0,50.00%,11.0,0.0,6.5%,0.0,0.0,0,0.0,0.0,.0%,All Carlos Hyde red zone receiving plays,HydeCa00
Trey Burton ,152.0,TE16,156.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Alexander Mattison,153.0,RB54,159.3,191.0,MIN,RB,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,462.0,4.62,1.0,12.0,10.0,82.0,8.2,0.0,1.0,1.0,1.0,0.0,0.0,58.0,68.4,72.4,63.4,0.0,55.0,0.0,MattAl01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIN,26.0,111.0,1.0,28.9%,14.0,40.0,1.0,23.0%,2.0,1.0,0.0,8.3%,All Alexander Mattison red zone rushing plays,MattAl01,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Josh Allen,154.0,QB21,159.3,44.0,BUF,QB,23.0,16.0,16.0,271.0,461.0,3089.0,20.0,9.0,109.0,510.0,4.68,9.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,9.0,1.0,2.0,289.0,288.6,307.6,297.6,25.0,6.0,44.0,AlleJo02,BUF,24.0,50.0,48.0,143.0,12.0,0.0,13.0,21.0,61.9,43.0,8.0,0.0,All Josh Allen red zone passing plays,AlleJo02,BUF,21.0,74.0,9.0,30.9%,11.0,39.0,8.0,33.3%,5.0,7.0,5.0,27.8%,All Josh Allen red zone rushing plays,AlleJo02,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Denver Broncos,155.0,DST6,161.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
New England Patriots,156.0,DST7,161.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Houston Texans,157.0,DST8,161.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Keke Coutee,158.0,WR55,162.0,278.0,HOU,WR,22.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,1.0,36.0,22.0,254.0,11.55,0.0,1.0,1.0,1.0,0.0,0.0,31.0,52.8,56.8,41.8,0.0,108.0,0.0,CoutKe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,HOU,1.0,4.0,1.0,1.6%,1.0,4.0,1.0,3.3%,1.0,4.0,1.0,5.3%,All Keke Coutee red zone rushing plays,CoutKe00,HOU,3.0,2.0,66.67%,12.0,0.0,4.8%,1.0,0.0,0.00%,0.0,0.0,4.2%,All Keke Coutee red zone receiving plays,CoutKe00
Damien Harris,159.0,RB55,163.5,511.0,NWE,RB,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1.2,1.2,0.0,139.0,0.0,HarrDa06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Ka'imi Fairbairn,160.0,K5,164.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Buffalo Bills,161.0,DST9,166.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Cleveland Browns,162.0,DST10,168.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Dallas Cowboys,163.0,DST11,170.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Ito Smith ,164.0,RB56,171.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jamison Crowder,165.0,WR56,172.5,106.0,NYJ,WR,26.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,122.0,78.0,833.0,10.68,6.0,0.0,0.0,6.0,0.0,0.0,120.0,197.7,200.7,158.7,0.0,34.0,0.0,CrowJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NYJ,15.0,8.0,53.33%,69.0,4.0,30.6%,6.0,2.0,33.33%,5.0,2.0,33.3%,All Jamison Crowder red zone receiving plays,CrowJa00
Matthew Stafford,166.0,QB22,176.5,96.0,DET,QB,31.0,8.0,8.0,187.0,291.0,2499.0,19.0,5.0,20.0,66.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,167.0,166.6,177.6,171.6,0.0,29.0,0.0,StafMa00,DET,23.0,40.0,57.5,157.0,11.0,0.0,13.0,24.0,54.17,72.0,9.0,0.0,All Matthew Stafford red zone passing plays,StafMa00,DET,2.0,4.0,0.0,3.9%,1.0,4.0,0.0,2.9%,0.0,0.0,0.0,.0%,All Matthew Stafford red zone rushing plays,StafMa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Robbie Gould,167.0,K6,179.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Los Angeles Chargers,168.0,DST12,143.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Kyle Rudolph,169.0,TE17,146.3,162.0,MIN,TE,30.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,367.0,9.41,6.0,0.0,0.0,6.0,1.0,0.0,75.0,113.7,116.7,94.2,0.0,14.0,0.0,RudoKy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,MIN,11.0,8.0,72.73%,51.0,5.0,22.4%,4.0,4.0,100.00%,8.0,4.0,19.0%,All Kyle Rudolph red zone receiving plays,RudoKy00
Deebo Samuel,170.0,WR57,185.3,70.0,SFO,WR,23.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,159.0,11.36,3.0,81.0,57.0,802.0,14.07,3.0,2.0,1.0,6.0,1.0,0.0,132.0,189.1,196.1,160.6,3.0,26.0,70.0,SamuDe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,SFO,2.0,21.0,1.0,2.6%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Deebo Samuel red zone rushing plays,SamuDe00,SFO,17.0,9.0,52.94%,46.0,1.0,23.9%,8.0,3.0,37.50%,10.0,1.0,20.5%,All Deebo Samuel red zone receiving plays,SamuDe00
Wil Lutz,171.0,K7,149.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Seattle Seahawks,172.0,DST13,187.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
N'Keal Harry,173.0,WR58,154.0,291.0,NWE,WR,22.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,9.8,0.0,24.0,12.0,105.0,8.75,2.0,0.0,0.0,2.0,0.0,0.0,27.0,39.4,42.4,33.4,0.0,117.0,0.0,HarrNK00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NWE,6.0,3.0,50.00%,29.0,2.0,7.1%,4.0,2.0,50.00%,17.0,2.0,9.8%,All N'Keal Harry red zone receiving plays,HarrNK00
Jordan Reed,174.0,TE18,156.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Marquise Goodwin,175.0,WR59,193.0,297.0,SFO,WR,29.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.0,21.0,12.0,186.0,15.5,1.0,0.0,0.0,1.0,0.0,0.0,26.0,38.1,41.1,32.1,0.0,120.0,0.0,GoodMa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
New Orleans Saints,176.0,DST14,158.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jimmy Graham,177.0,TE19,158.7,187.0,GNB,TE,33.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,38.0,447.0,11.76,3.0,1.0,0.0,3.0,0.0,0.0,63.0,100.7,103.7,81.7,0.0,22.0,0.0,GrahJi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,GNB,10.0,5.0,50.00%,36.0,3.0,13.7%,6.0,3.0,50.00%,14.0,2.0,18.2%,All Jimmy Graham red zone receiving plays,GrahJi00
Jake Elliott,178.0,K8,196.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Philadelphia Eagles,179.0,DST15,199.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Mohamed Sanu Sr.,180.0,WR60,168.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Michael Badgley,181.0,K9,202.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Derek Carr,182.0,QB23,172.0,82.0,OAK,QB,28.0,16.0,16.0,361.0,513.0,4054.0,21.0,8.0,27.0,82.0,3.04,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,0.0,244.0,244.4,258.4,252.4,0.0,16.0,0.0,CarrDe02,OAK,42.0,72.0,58.33,283.0,15.0,2.0,18.0,36.0,50.0,93.0,12.0,1.0,All Derek Carr red zone passing plays,CarrDe02,OAK,4.0,10.0,2.0,6.3%,3.0,7.0,2.0,8.8%,3.0,7.0,2.0,15.8%,All Derek Carr red zone rushing plays,CarrDe02,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Nyheim Hines,183.0,RB57,175.7,164.0,IND,RB,23.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,199.0,3.83,2.0,58.0,44.0,320.0,7.27,0.0,1.0,1.0,4.0,0.0,0.0,74.0,117.9,124.9,95.9,0.0,50.0,0.0,HineNy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,IND,8.0,26.0,2.0,11.1%,5.0,15.0,2.0,12.8%,2.0,4.0,1.0,10.5%,All Nyheim Hines red zone rushing plays,HineNy00,IND,5.0,3.0,60.00%,11.0,0.0,7.6%,4.0,2.0,50.00%,9.0,0.0,13.3%,All Nyheim Hines red zone receiving plays,HineNy00
Marquise Brown,184.0,WR61,178.0,128.0,BAL,WR,22.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,46.0,584.0,12.7,7.0,0.0,0.0,7.0,0.0,0.0,100.0,146.4,149.4,123.4,0.0,45.0,0.0,BrowMa04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BAL,12.0,8.0,66.67%,56.0,3.0,19.0%,6.0,2.0,33.33%,9.0,1.0,20.0%,All Marquise Brown red zone receiving plays,BrowMa04
Mecole Hardman,185.0,WR62,179.0,132.0,KAN,WR,21.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,4.25,0.0,41.0,26.0,538.0,20.69,6.0,2.0,2.0,7.0,0.0,0.0,94.0,119.5,124.5,106.5,0.0,49.0,0.0,HardMe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,KAN,6.0,3.0,50.00%,19.0,0.0,9.5%,1.0,0.0,0.00%,0.0,0.0,3.4%,All Mecole Hardman red zone receiving plays,HardMe00
Sam Darnold,186.0,QB24,185.7,94.0,NYJ,QB,22.0,13.0,13.0,273.0,441.0,3024.0,19.0,13.0,33.0,62.0,1.88,2.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,0.0,3.0,189.0,189.2,208.2,202.2,0.0,27.0,0.0,DarnSa00,NYJ,26.0,52.0,50.0,171.0,12.0,4.0,11.0,19.0,57.89,40.0,8.0,1.0,All Sam Darnold red zone passing plays,DarnSa00,NYJ,6.0,19.0,2.0,18.8%,3.0,9.0,2.0,23.1%,2.0,6.0,2.0,28.6%,All Sam Darnold red zone rushing plays,DarnSa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Kenny Stills,187.0,WR63,186.7,152.0,HOU,WR,27.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,40.0,561.0,14.03,4.0,0.0,0.0,4.0,0.0,0.0,80.0,120.1,123.1,100.1,0.0,58.0,0.0,StilKe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,HOU,4.0,2.0,50.00%,28.0,2.0,6.5%,0.0,0.0,0,0.0,0.0,.0%,All Kenny Stills red zone receiving plays,StilKe00
Kansas City Chiefs,188.0,DST16,188.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
C.J. Anderson,189.0,RB58,188.7,453.0,DET,RB,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,43.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.3,4.3,4.3,0.0,127.0,0.0,AndeC.00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,DET,2.0,1.0,0.0,3.9%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All C.J. Anderson red zone rushing plays,AndeC.00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
